u,v,key,osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,rfid_c,rfid,avgspeed,time,bridge,EV1_me,EV1_fr,EV2_me,EV2_fr,dam_EV1_al_segments,dam_EV1_al,dam_EV1_MAN_segments,dam_EV1_MAN,dam_EV2_al_segments,dam_EV2_al,dam_EV2_MAN_segments,dam_EV2_MAN,name,junction
42017884,298438528,0,"[6779681, 282707716, 1095936805, 1095936806, 1095936807, 6779717, 6779695, 1257131992, 6779707, 27195324]",False,"['3', '2']",nan,secondary,"['50', '80']",True,1162.601,"[2432, 1409, 1411, 1413, 1416, 1677, 1679, 2319, 1681, 145, 2321, 2455, 2073, 2457, 2075, 1819, 2459, 1694, 163, 2470, 2087, 2472, 2474, 2476, 2478, 174, 2480, 176, 2482, 178, 2484, 180, 182, 184, 186, 189, 1597, 192, 1090, 194, 1092, 198, 1094, 1096, 202, 1098, 204, 1100, 209, 874, 875, 2669, 888, 891, 124, 1407]",56,65.0,0.018,yes,1.3333333333333333,1.0,1.896103896103896,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(82.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(31.0), np.float64(nan)]",113.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(82.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(31.0), np.float64(nan)]",113.0,"[np.float64(59.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(39.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26.0), np.float64(47.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(96.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(35.0), np.float64(56.0), np.float64(51.0), np.float64(nan), np.float64(46.0), np.float64(nan), np.float64(31.0), np.float64(nan)]",486.0,"[np.float64(59.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(39.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26.0), np.float64(47.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(96.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(35.0), np.float64(56.0), np.float64(51.0), np.float64(nan), np.float64(46.0), np.float64(nan), np.float64(31.0), np.float64(nan)]",486.0,Maastrichterweg,nan
42017884,8626619502,0,930370384,True,nan,nan,secondary,50,False,72.12799999999999,"[2179, 2180, 2181, 2182, 2183, 2184, 2185, 2186, 2187, 2189, 2190, 2191, 2174]",118,50.0,0.001,nan,1.5,1.0,2.4545454545454546,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7.0), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(3.0), np.float64(10.0)]",24.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7.0), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(3.0), np.float64(10.0)]",24.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(18.0), np.float64(9.0), np.float64(nan), np.float64(nan), np.float64(10.0), np.float64(20.0)]",65.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(8.0), np.float64(18.0), np.float64(9.0), np.float64(nan), np.float64(nan), np.float64(10.0), np.float64(20.0)]",65.0,Maastrichterweg,nan
42019168,10024605460,0,"[1094520675, 6779093, 465432959]",True,1,A79,motorway_link,"['60', '130']",False,237.585,"[132, 100, 1126, 1127, 1737, 1657, 883, 149, 1656, 94, 1658, 1659, 1660, 894]",18,95.0,0.003,nan,,1.0,,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan
42020189,860028311,0,"[435551043, 465432964, 1094519679]",True,1,A79,motorway_link,"['100', '80']",False,684.285,"[1664, 1665, 1666, 1667, 1668, 1669, 1670, 1671, 1672, 1673, 1674, 146, 148, 151, 152, 154, 922, 156, 164, 169, 1591, 980, 981, 982, 1130, 1138, 1661, 1662, 1663]",72,90.0,0.008,nan,,1.0,1.0,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26408.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",26408.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(26408.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",26408.0,nan,nan
42030250,42032554,0,1094530542,True,2,A2,motorway,100,False,245.072,"[2405, 205]",19,100.0,0.002,nan,,1.0,,1.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,nan,nan
42030250,7460916933,0,"[1094530544, 1037526990]",True,1,A2,motorway_link,100,False,89.05,"[2257, 2404, 206, 207]",20,100.0,0.001,nan,,1.0,,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan
42030250,2119022099,0,"[951696836, 6779752, 6779753, 6779756, 6779758, 252677648, 1094530546, 1094527219, 252677652, 337060733]",True,"['3', '2']",A2,motorway,100,False,1363.2570000000003,"[1297, 2201, 1308, 1309, 1310, 1824, 1825, 1826, 35, 171, 1712, 57, 188, 958, 195, 199, 978, 2399, 96, 2406, 1260, 1273]",90,100.0,0.014,yes,1.25,1.0,1.8,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7671.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",7671.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(7671.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",7671.0,"[np.float64(nan), np.float64(nan), np.float64(3949.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(15343.0), np.float64(nan), np.float64(2800.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",22092.0,"[np.float64(nan), np.float64(nan), np.float64(3949.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(15343.0), np.float64(nan), np.float64(2800.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",22092.0,nan,nan
42032554,42038624,0,"[6779746, 1094530540, 1094530541, 1095174586, 6779736, 1095174585, 6779738]",True,"['3', '2']",A2,motorway,100,False,622.4399999999999,"[2400, 225, 226, 2403, 2401, 1026, 1762, 2402, 1675, 1901, 1902, 245, 246, 2424, 221, 222]",21,100.0,0.006,yes,4.863636363636363,1.0,4.956521739130435,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(27642.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",27642.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(27642.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",27642.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(28169.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",28169.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(28169.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",28169.0,nan,nan
42032554,7460916932,0,"[1094530543, 1037526991]",True,1,A2,motorway_link,100,False,30.333,"[213, 2078]",115,100.0,0.0,nan,,1.0,,1.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan)]",0.0,nan,nan
42035042,42035294,0,"[6779704, 1095936797, 200335887]",True,1,nan,secondary,50,False,44.083,"[2305, 2307, 2308, 2437, 2309, 2438, 2057, 2058, 2059, 2060, 966, 967, 229, 230, 231, 233, 235, 236, 238]",22,50.0,0.001,nan,,1.0,3.5714285714285716,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(9.0), np.float64(8.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6.0), np.float64(9.0)]",40.0,"[np.float64(nan), np.float64(9.0), np.float64(8.0), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(4.0), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(6.0), np.float64(9.0)]",40.0,Knooppunt Hoolhuis,roundabout
42035042,859543718,0,6779704,True,1,nan,secondary,50,False,8.454,"[232, 970, 2317]",69,50.0,0.0,nan,1.0,1.0,3.3333333333333335,1.0,"[np.float64(nan), np.float64(3.0), np.float64(nan)]",3.0,"[np.float64(nan), np.float64(3.0), np.float64(nan)]",3.0,"[np.float64(nan), np.float64(11.0), np.float64(7.0)]",18.0,"[np.float64(nan), np.float64(11.0), np.float64(7.0)]",18.0,Knooppunt Hoolhuis,roundabout
42035042,10036651839,0,1095936815,True,1,nan,secondary,50,False,30.299,"[2441, 2442, 2443, 2445, 2677, 2461]",127,50.0,0.001,nan,,1.0,1.8888888888888888,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(8.0), np.float64(5.0), np.float64(17.0), np.float64(16.0), np.float64(nan), np.float64(10.0)]",56.0,"[np.float64(8.0), np.float64(5.0), np.float64(17.0), np.float64(16.0), np.float64(nan), np.float64(10.0)]",56.0,Maastrichterweg,nan
42035294,9646103568,0,1095936798,True,1,nan,secondary,50,False,9.956,"[968, 241, 2306, 239]",23,50.0,0.0,nan,3.0,1.0,4.428571428571429,1.0,"[np.float64(13.0), np.float64(6.0), np.float64(5.0), np.float64(5.0)]",29.0,"[np.float64(13.0), np.float64(6.0), np.float64(5.0), np.float64(5.0)]",29.0,"[np.float64(18.0), np.float64(12.0), np.float64(12.0), np.float64(9.0)]",51.0,"[np.float64(18.0), np.float64(12.0), np.float64(12.0), np.float64(9.0)]",51.0,Knooppunt Hoolhuis,roundabout
42035294,42035592,0,1095936816,True,1,nan,secondary,50,False,31.764000000000003,"[2446, 2447, 240, 2448, 2463]",24,50.0,0.001,nan,4.421052631578948,1.0,4.95,1.0,"[np.float64(36.0), np.float64(23.0), np.float64(18.0), np.float64(45.0), np.float64(31.0)]",153.0,"[np.float64(36.0), np.float64(23.0), np.float64(18.0), np.float64(45.0), np.float64(31.0)]",153.0,"[np.float64(36.0), np.float64(23.0), np.float64(32.0), np.float64(50.0), np.float64(31.0)]",172.0,"[np.float64(36.0), np.float64(23.0), np.float64(32.0), np.float64(50.0), np.float64(31.0)]",172.0,Bunderstraat,nan
42035592,42038624,0,"[1333271499, 1094531557, 6779607]",True,1,A2,motorway_link,"['50', '130']",False,297.653,"[2720, 2689, 998, 1903, 2719, 242, 2675, 884, 247, 1882, 1883, 252, 255]",25,90.0,0.003,nan,4.027777777777778,1.0,4.5,1.0,"[np.float64(nan), np.float64(36530.0), np.float64(4076.0), np.float64(nan), np.float64(nan), np.float64(3974.0), np.float64(1646.0), np.float64(2490.0), np.float64(3090.0), np.float64(3375.0), np.float64(2607.0), np.float64(18500.0), np.float64(nan)]",76288.0,"[np.float64(nan), np.float64(36530.0), np.float64(4076.0), np.float64(nan), np.float64(nan), np.float64(3974.0), np.float64(1646.0), np.float64(2490.0), np.float64(3090.0), np.float64(3375.0), np.float64(2607.0), np.float64(18500.0), np.float64(nan)]",76288.0,"[np.float64(nan), np.float64(41104.0), np.float64(4291.0), np.float64(nan), np.float64(nan), np.float64(3974.0), np.float64(1646.0), np.float64(4149.0), np.float64(3358.0), np.float64(4375.0), np.float64(3834.0), np.float64(37001.0), np.float64(nan)]",103732.0,"[np.float64(nan), np.float64(41104.0), np.float64(4291.0), np.float64(nan), np.float64(nan), np.float64(3974.0), np.float64(1646.0), np.float64(4149.0), np.float64(3358.0), np.float64(4375.0), np.float64(3834.0), np.float64(37001.0), np.float64(nan)]",103732.0,nan,nan
42035592,847933557,0,6779710,False,3,nan,secondary,50,False,53.564,"[248, 925]",63,50.0,0.001,nan,5.0,1.0,5.0,1.0,"[np.float64(105.0), np.float64(243.0)]",348.0,"[np.float64(105.0), np.float64(243.0)]",348.0,"[np.float64(105.0), np.float64(243.0)]",348.0,"[np.float64(105.0), np.float64(243.0)]",348.0,Bunderstraat,nan
42035592,9646103568,0,1095936817,True,1,nan,secondary,50,False,29.950000000000003,"[2449, 2450, 2451, 244, 2676, 2462]",27,50.0,0.001,nan,4.944444444444445,1.0,5.0,1.0,"[np.float64(18.0), np.float64(39.0), np.float64(32.0), np.float64(35.0), np.float64(13.0), np.float64(27.0)]",164.0,"[np.float64(18.0), np.float64(39.0), np.float64(32.0), np.float64(35.0), np.float64(13.0), np.float64(27.0)]",164.0,"[np.float64(18.0), np.float64(39.0), np.float64(32.0), np.float64(35.0), np.float64(14.0), np.float64(27.0)]",165.0,"[np.float64(18.0), np.float64(39.0), np.float64(32.0), np.float64(35.0), np.float64(14.0), np.float64(27.0)]",165.0,Bunderstraat,nan
42038624,42043135,0,"[6777004, 6777678, 6777679]",True,4,A2,motorway,100,False,527.633,"[289, 266, 290, 2261]",28,100.0,0.005,yes,,1.0,,1.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,nan,nan
42038672,6153690991,0,"[200335888, 509397985, 6779688]",True,nan,nan,secondary,50,False,85.959,"[256, 257, 261, 262, 1032, 265, 268, 2465, 2466, 1968, 1971, 962, 963, 964, 1884, 1004, 1783, 2554, 2557]",29,50.0,0.002,nan,3.7708333333333335,1.0,4.962264150943396,1.0,"[np.float64(89.0), np.float64(8.0), np.float64(3.0), np.float64(6.0), np.float64(80.0), np.float64(4.0), np.float64(nan), np.float64(5.0), np.float64(5.0), np.float64(6.0), np.float64(2.0), np.float64(6.0), np.float64(6.0), np.float64(4.0), np.float64(45.0), np.float64(44.0), np.float64(55.0), np.float64(2.0), np.float64(5.0)]",375.0,"[np.float64(89.0), np.float64(8.0), np.float64(3.0), np.float64(6.0), np.float64(80.0), np.float64(4.0), np.float64(nan), np.float64(5.0), np.float64(5.0), np.float64(6.0), np.float64(2.0), np.float64(6.0), np.float64(6.0), np.float64(4.0), np.float64(45.0), np.float64(44.0), np.float64(55.0), np.float64(2.0), np.float64(5.0)]",375.0,"[np.float64(89.0), np.float64(16.0), np.float64(16.0), np.float64(19.0), np.float64(80.0), np.float64(10.0), np.float64(9.0), np.float64(12.0), np.float64(11.0), np.float64(17.0), np.float64(12.0), np.float64(11.0), np.float64(15.0), np.float64(19.0), np.float64(45.0), np.float64(54.0), np.float64(57.0), np.float64(9.0), np.float64(13.0)]",514.0,"[np.float64(89.0), np.float64(16.0), np.float64(16.0), np.float64(19.0), np.float64(80.0), np.float64(10.0), np.float64(9.0), np.float64(12.0), np.float64(11.0), np.float64(17.0), np.float64(12.0), np.float64(11.0), np.float64(15.0), np.float64(19.0), np.float64(45.0), np.float64(54.0), np.float64(57.0), np.float64(9.0), np.float64(13.0)]",514.0,Bunderstraat,roundabout
